path	sentence	id
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_01655969709.wav	ఇది ఒక చాలా రేడియోధార్మిక మూలకంగా ఉంది	593
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08680_00883498209.wav	అందుకు గోవులు అంగీకరించాయి	594
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_00520512236.wav	ఇదే పేరుతో ఉన్న ఇతర ప్రాంతాల కొరకు వాంకిడి అయోమయ నివృత్తి పేజి చూడండి	595
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_01811892642.wav	వీరికి ఇద్దరు కుమారులున్నారు	596
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06869_00569069648.wav	ది హాబిట్ ఆంగ్లం	597
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_01379510692.wav	నా పేరు సాక్షి	598
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_00719122385.wav	దాన్ని మనమిప్పుడు కార్ల అంటున్నాము	599
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_01570202269.wav	వ్యవసాయం మూలంగా నీటి లోతు తగ్గిపోయింది	600
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_02828_01506072300.wav	ఇక్కడ అనేక పురాతనమైన ఆలయాలు ఉన్నాయి	601
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_00662842387.wav	దీన్ని కూడా దయచేసి వికి లో పెట్టండి	602
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_00320829616.wav	వీటిలో పగలు కూడ జరిగే ఘట్టాలు మూడు	603
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_01608537295.wav	ఆయన చేసిన అనువాద రచనలలో కొన్ని	604
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_07789_00445660591.wav	పురాతనమైన విష్ణుదేవాలయం కలదు	605
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_00266395074.wav	గౌతమ బుద్ధుడు ఈ కాలము నాటి వాడే	606
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_00072532718.wav	వట్టి గింజలనుండి నూనె రాదు	607
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04771_00539398496.wav	వెంటనే కుడివైపుకు వెళ్ళండి	608
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06917_01526428614.wav	ఏమైనా సందేహాలుంటే నా చర్చాపేజీలో తప్పక వ్రాయండి	609
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06625_00686818530.wav	ఈ నేపథ్యంలో వెయ్యి ఏడు వందలు నలభై తొమ్మిదిలో షాహూజీ మరణించాడు	610
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_00631363004.wav	కావున దీనిని తెల్లమద్ది అంటారు	611
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03910_01960878262.wav	చంద్రహాస చరిత్ర పుస్తకం ఆర్కీవ్ఆర్గ్ లో	612
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_09281_01046116848.wav	ఈ తతంగం చూడడానికి చాల భయానకంగా వుంటుంది	613
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_02008973501.wav	దీని ప్రమాణాలు కెలోరీ గ్రాసున్న	614
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_01325076858.wav	సూర్యగ్రహణమునకు సూర్యుని గ్రహించుట	615
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01406950847.wav	తిరువన్నమలై పంచ భూత క్షేత్రాలలో ఒకటి	616
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_01777936794.wav	అంటే కొండ పైకెక్కి చూడాలని కాదు	617
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_02828_01502881131.wav	పిన్ కోడ్ అయిదు వందల ఇరవై మూడు మూడు వందల ముప్పై ఒకటి	618
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_07789_00719292850.wav	ఆ సందర్భాన్ని తర్వాత వివరిస్తాను	619
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_00288834654.wav	మగ పువ్వుల కంకి మిక్కిలి చిన్నది	620
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_05479_01932068126.wav	మాయాబజార్ చిత్రంతో మొదలుపెట్టి చాలా చిత్రాలలో కెవి రెడ్డి చేతిక్రింద పనిచేశాడు	621
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_01095152130.wav	పలువురు లబ్ధప్రతిష్ఠుల వ్యాసాల సమాహారం	622
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_01211106085.wav	ఏ.ఎన్.ఆర్ దాదాసాహెబ్ ఫాల్కే అవార్డు గ్రహీత	623
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06625_00685527901.wav	దీని పై మీ అభిప్రాయం ఏమిటి	624
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08680_00376127044.wav	అప్పుడు జిల్లా కేంద్రగా అమరావతి ఉండేది	625
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01033_02082099282.wav	వీటివలనే వ్యాకరణము పుట్టెనని చెప్పుదురు	626
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09222_01515498747.wav	నా అభిప్రాయము కంటే కొత్త వారి అభిప్రాయము తీసుకుంటే బాగుంటుంది	627
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_00519819021.wav	అని పిల్లలు ప్రశ్నించెను	628
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_00949003219.wav	ఆ వ్యత్యాసాన్ని మనుషులు పాటించాలి	629
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_00646553082.wav	ఆ వార్త విన్న ద్రౌపది వివశురాలవుతుంది	630
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_00868065375.wav	వంటి సినిమాలతో తెలుగు ప్రజల్ని పలకరిస్తూ	631
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06869_01739524891.wav	పోలీసు కాల్పుల్లో ప్రజలు మరణించారు	632
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_01348402190.wav	ఆర్య అంటే గొప్ప వంశస్థుడు అని అర్ధం	633
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_01229386323.wav	పండ్లు బాగా తీయగా ఉంటాయి	634
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_01454473984.wav	అప్సరసలు నాట్యం చేస్తుంటారు	635
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_01789419976.wav	ఏడాది పొడవునా భక్తులు ఇక్కడకు వస్తుంటారు	636
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08680_01467476337.wav	ఇది పూర్తి వినోదభరితం	637
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_01665501852.wav	కోకిల లేదా కోయిల ఆంగ్లం ఒక పక్షి	638
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_00776133745.wav	కాని రాగ స్వరూపము బాగుగా చెవులగట్టును	639
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_05425_02059541037.wav	బహుశా ఎవరయినా తెలియక తొలగించి ఉండవచ్చు	640
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_01109960956.wav	ఆ సందర్భాన్ని తర్వాత వివరిస్తాను	641
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_01878322605.wav	అందువలన వీటిలో ఉద్యోగవకాశాలు పెరిగాయి	642
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_01781749081.wav	నిజానికి మనము ఏది వదులుకోము	643
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_00395841366.wav	వాటికి ప్రత్యేకించి మేత వేయ నవసరం లేదు	644
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08664_00860133764.wav	ఈనడానికి పదునయిదు నుండి ముప్పై నిమిషాలు పడుతుంది	645
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04213_01034340183.wav	బాపు దర్శకత్వంలో రామారావు నటించిన తొలి చిత్రం	646
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_00028084804.wav	నకులుడు మరో రథం ఎక్కాడు	647
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_09281_00465974075.wav	సేనాధిపతులందరిలోనూ చాలా గొప్పవాడు	648
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_01311276652.wav	మిత్రుల సోదరుల సహాయ సహకారాలు అందడం కష్టం	649
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06359_02018243679.wav	మామిడి పాలెం కొండమీద రాముల వారి ఆలయం	650
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_09281_01242465606.wav	కవిత్వం కూడ రాశారు	651
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_01620559979.wav	దేశంలోని పందొమ్మిది పులుల అభయారణ్యాలలో ఇది ఒకటి	652
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_07789_01280192958.wav	దీనిని స్కోరుగా అనువదిస్తారు	653
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_00817658036.wav	జన సేన అనగా ప్రజా సైన్యం అని అర్థం	654
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06869_00527169324.wav	పంతుల తెలుగువారిలో కొందరి ఇంటిపేరు	655
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_02097595114.wav	పంతుల తెలుగువారిలో కొందరి ఇంటిపేరు	656
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_01574257948.wav	మిగతా భాగం సారంగపాణిది	657
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_01985804850.wav	వీరిలో పురుషులు యాభై నాలుగు శాతం  స్త్రీలు నలభై ఆరు శాతం  ఉన్నారు	658
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_05479_00846081088.wav	వాటిని ఫొటోలు తీసి ఆయా సినిమాలకు సంబంధించిన వ్యాసాలలో ఉంచండి	659
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_01835234433.wav	మండల పరిషత్తు ప్రాథమిక పాఠశాల	660
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_00721148881.wav	ఆత్మ పేరుతో కొన్ని సినిమాలకు దర్శకత్వం వహించాడు	661
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_01528952638.wav	ఇంతలో వేసవి కాలం వచ్చింది	662
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06625_01213556725.wav	విజయ సంవత్సరం ఒక తెలుగు సంవత్సరం పేరు	663
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_01233317317.wav	ఎంబీఏ కూడా అక్కడే చదివాడు	664
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08712_01983787962.wav	జలధి జలనిధి	665
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04261_01163107265.wav	మొదట్లో సంకేతాల జాడే కనిపించలేదు	666
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_01955825717.wav	అన్నమయ్య పదాలను పాడి ఆమె ఎంతో కీర్తి పొందింది	667
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09525_01810450980.wav	మూడు నెలల తర్వాత అక్కను ఓడించాడు	668
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_00855563460.wav	రంగారావు గారికి ఇద్దరు కుమారులు ఒక్క కుమార్తె	669
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04830_00246502215.wav	ప్రిన్సిపాల్ ఒక మొమెంటోతో ప్రవేశించారు	670
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04771_01289522788.wav	నైరుతి వైపుగా	671
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_01569032664.wav	ఇక్కడ మహాశివరాత్రి కి బ్రహ్మాండమైన ఉత్సవాలు ఐదు రోజుల పాటు జరుగుతాయి	672
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06359_00410258349.wav	దీన్ని బేరింగ్ వంతెన గా పిలుస్తారు	673
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04771_00631348166.wav	యాభై గజాలలో	674
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_00025703896.wav	ఈమె నోయిడా యూనివర్సిటీలో పనిచేస్తున్నారు	675
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09222_01008174452.wav	ఇది బంగారు డిస్కును సాధించింది	676
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04771_00931550362.wav	అలాగే కొనసాగండి	677
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_01061375880.wav	ది మైండ్ ఆఫ్ ఎన్ ఏప్	678
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_07789_02022268838.wav	ఇది వల్డ్ యూత్ డే అని తికమక పడరాదు	679
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03910_01618311462.wav	ఈ వివాదం సెప్టెంబర్ రెండు వేల తొమ్మిదిన పరిష్కారమైనది	680
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04830_00576139565.wav	ఉత్తమ క్షత్రియ ధర్మాలు ఆచరిస్తున్నాను	681
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_09935_01688051561.wav	రాంప్‌లో కొంచెం ఎడమవైపుకు వెళ్ళండి	682
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_00547813092.wav	ఈ షేడ్ హౌస్ నిర్మాణానికుపయోగించే ఎమ్ఎస్	683
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_01510870943.wav	దేవాలయము రెండు అంతస్తులుగా నిర్మించారు	684
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04261_01124194757.wav	ఈయనే అసఫ్ జాహీ పాలకులలో చివరివాడు	685
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08680_01997679659.wav	గ్రామంలో ప్రాథమిక ఆరోగ్య కేంద్రం ఉంది	686
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_07789_00283439085.wav	దీనికి ప్రత్యేక రుసుము వసూలు చేస్తారు	687
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04830_01902854353.wav	పనితీరులో ముందున్న నిర్వాహణ సంస్థలు ఉదా	688
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01019765803.wav	అడుగున స్త్రీ పుష్పములు	689
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_01425196827.wav	ఇది ప్రతిభావారి తొలి చిత్రం	690
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05484_01654078163.wav	అది అప్పటి పరిస్థితిని బట్టి ఉంటుంది	691
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_00669564483.wav	మార్చి నెలలో గింజలు తయారవుతాయి	692
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_01635195527.wav	స్నేహం ఎంతో తియ్యనైంది	693
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_01596808513.wav	నేల సమతలంగా వుండాలి	694
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_01378706052.wav	ఈ గ్రామంలో ఉత్పత్తి చేసిన పళ్ళు కూరగాయలు హైదరాబాదుకు సరఫరా చేస్తారు	695
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03910_00234221148.wav	ఈ గ్రామము కల్లూరు పట్టణానికి నాలుగు కిలో మీటర్లు.	696
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_00287699580.wav	దీని అధిపతి రవికిషోర్	697
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_01566929952.wav	దీనిని గిబ్స్ ఎనర్జీ అంటారు	698
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_07789_01652421960.wav	గ్రామ విస్తీర్ణం వంద ఎనభై అయిదు హెక్టారులు	699
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_01910883963.wav	సాధారణంగా ఇది జనవరి పధ్నాలుగున వస్తుంది	700
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_00671813870.wav	కాని ఈ గ్రామానికి ఎటువంటి వసతులు లేవు	701
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_00089305295.wav	ఇందులో తమన్నా కథానాయిక	702
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_00882559086.wav	అంతకుముందు ఏ నాయకులను కలువలేదు	703
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06869_00523601927.wav	ఆ అధికారి ప్రాంతీయ ప్రభుత్వానికి అధినేత	704
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_00154856751.wav	అవ్వ నలభై నాలుగు వాసవి నలభై అయిదు	705
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_01250167855.wav	అలాంటి సందర్బములొ చేప్పేది ఈ జాతీయము	706
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_00169069044.wav	ఈ ఊరిలో రెండు పాఠశాలలు కలవు	707
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_00297757184.wav	ఆయన శిష్యులు ఆయన్ను మాస్టర్ అని పిలుచుకుంటుంటారు	708
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04830_01042637095.wav	ఇతడు చ్యవన మహర్షి మరియు సుకన్యుల పుత్రుడు	709
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_02053435638.wav	వాటిలో తొమ్మిది వందలు అయిదు విమానాన్ని తీసుకుంది	710
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08712_00785134433.wav	వామ దేవుడికి కోపం వచ్చింది	711
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_00924403854.wav	ఈ గ్రామం చుట్టూ ఉన్న పలు గ్రామాలకు కూడలి	712
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05484_00750216736.wav	చౌకగా ఆస్తులు కొనుగోలు చేస్తారు	713
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_01473264202.wav	ప్రారంభ రోమన్ సైన్యం	714
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04830_01445001621.wav	ఒక స్లిప్పర్ క్లచ్ ను కూడా చేర్చింది	715
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06928_01969725706.wav	ఇక్కడి నుండి దేశంలోని అన్ని ప్రాంతాలకు రైలు సౌకర్యం ఉంటుంది	716
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04213_00300489290.wav	భక్తులు ఎన్నో లీలలను ఆయనకు ఆపాదించారు	717
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01632926684.wav	పాలించి సుఖమును పొందుము	718
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_02013058880.wav	ఫలితంగా కుహరం మూసుకుపోతుంది	719
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_00857324060.wav	వీటిని చతురత క్రీడలుగా కూడా గుర్తిస్తారు	720
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03910_00350271509.wav	దీనికి సాటి మరియొకటి లేదు	721
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06885_01602510897.wav	ఈ పరిస్థితి తెలుగులోనే కాదు ఇంగ్లీషులో కూడా ఉంది	722
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_02144810509.wav	ఆ బాలగోపాలం కొత్తబట్టలు కట్టుకున్నారు	723
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_00978088250.wav	స్వేచ్ఛకు అడ్డు తగిలేది	724
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01558599492.wav	ఆ అధికారి ప్రాంతీయ ప్రభుత్వానికి అధినేత	725
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06008_01862920180.wav	ఎందుకు వికీ తెలుగు లో చేరింది వికీ తెలుగులో తిరుమల పేజి చూసాను	726
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_01275158057.wav	అతని తల్లి కౌసల్య ఉంది	727
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_01400125029.wav	వీరి ఊరి జాతర అలాంటిది	728
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_00379311586.wav	అంటే ఉన్న బొమ్మ స్థానంలో అదే పేరుతో మరో బొమ్మను అప్లోడు చెయ్యండి	729
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06869_01113780980.wav	ఇతర పద్ధతుల్లో అవుటవడం అరుదు	730
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_01625515096.wav	అవధానిగారు ఆ పద్యాలను విని	731
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08664_01679090723.wav	ఏడుమొగ్గల్ని కొద్దినీళ్ళలో మరిగించాలి	732
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06008_00733675097.wav	అతడు ఇంటికి వచ్చేసరికి భార్య ఇంట్లో లేదు	733
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_01200255938.wav	వేంగి నగరం ఇప్పటి పెదవేగి గ్రామం ఒకప్పటి తూర్పు చాళుక్యుల రాజధాని	734
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_00337506807.wav	ఈ ధర్మాన్నే ఎంట్రోపీ మార్పు అంటారు	735
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08377_00770313144.wav	సరస్వతి నిలయంగా పేరు గాంచింది	736
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04261_02067115435.wav	వృత్తి రీత్యా తిరుపతి ఎస్వి	737
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_01547313423.wav	ఇది ఒక తెలుగు సినిమా గురించిన వ్యాసం	738
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_00475314088.wav	తనను పొగిడే వారిని దూరంగా ఉంచాలి	739
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06625_01072071210.wav	ఇది డీజెల్ లాంటి పదార్థం	740
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06928_01416574425.wav	యీ ఊరు నంది గుడికి ప్రసిద్ది	741
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_09281_02119546583.wav	పిన్ కోడ్ అయిదు లక్షల అయిదు వేల నాలుగు వందల అరవై ఏడు	742
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01033_01602535412.wav	ఇవి శరీరాన్ని నిర్మించే జీవ రసాయనాలు	743
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_09281_00868403693.wav	కాని ఆ ప్రేమను మనసులోనే దాచుకుంటుంది	744
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04830_01811183178.wav	ఈ నటనను మరే నటుడు అనుకరించలేడని అన్నారు	745
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_00077555478.wav	యజుర్వేద పురుషుడిని ఇలా దర్శించారు	746
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06359_01693043279.wav	భారత డిజిటల్ లైబ్రరీలో అమ్మ పుస్తక ప్రతి	747
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_01198872971.wav	ఇందులో కొలెస్ట్రాల్ తక్కువగా ఉంటుంది	748
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_01306218095.wav	ప్రభావతి తన కోరికను చెప్పింది	749
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05705_00379477248.wav	ప్రత్యేక పూజలు నిర్వహించినారు	750
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06008_01173747287.wav	ఇది కాక మరో ఐదు విభాగాలు ఉన్నాయి	751
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_02024148281.wav	రాజ్యానికి వారసులు లేక వారు చింతిచేవారు	752
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_00347989206.wav	మోకాలి చిప్పలు పగిలిపోతాయి	753
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06885_00612474034.wav	పైగా అవి ప్రమాదకరం	754
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_00867605177.wav	ఈమె వెయిట్ లిఫ్టింగులో రాణించుచున్నది	755
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_07789_00277280588.wav	ఆరంభతత్వానికి ఈ విభాగంలో కొన్ని ఉదాహరణలు	756
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_01484687390.wav	ఇది ఎక్కువగా వృద్ధులలో వచ్చే సమస్య	757
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_02062798415.wav	స్పర్శ నాడులు	758
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_09281_01777747078.wav	పోతు వెదురు	759
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_01970810666.wav	సురేశ్ రెడ్డి విడుదల చేశారు	760
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_00327604649.wav	అప్పటి ద్రౌపది వేరు	761
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_00843676823.wav	ఆ కంపెనీ క్రమంగా అభివృద్ధి చెందింది	762
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04213_01962255467.wav	అందుకని కావాల్సినంతే వాడాలి	763
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01033_00535564778.wav	ఈ చర్యలు జీవం మనుగడకు అత్యావశ్యకమైనవి	764
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_01671339868.wav	కెసీ మీడియా ప్రధాన ఆకర్షణగా మారారు	765
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08680_00860045015.wav	ఇక్కడి ప్రజల జీవనాధారం వ్యవసాయం	766
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_01891296846.wav	కుంతి దిక్కులు చూసింది	767
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06359_01363183070.wav	గ్రామం సమీపంలో మిరపకుంట చెరువు ఉంది	768
